comment_id,komentar,cluster
18076016777166682,@pdamsuryasembada sudah semua sy menghubungi melalui telpon pukul 07.00 WIB tapi sampai siang ini tidak ada petugas yang datang,898
18079219100089734,"Hari senin tgl 06 okt, baru kemarin, petugas PDAM datang ganti meteran baru..tapi setelah diganti, knp meteran sering gerak, padahal kran air nutup semua. Lokasi kedung baruk/rungkut",902
18323463019209062,@pdamsuryasembada alhamdulilah sudah selesai permasalahannya ada petugas perbaikan pipa bocor dekat lokasi terima kasih banyak,469
18121658413504743,"Selamat pagi PDAM, 3 hari berturut turut PDAM di GAYUNG KEBONSARI DALAM NO.3 PAGI TIDAK KELUAR AIRNYA, NANTI AIR MENGALIR BARU SIANG JAM 10, MOHON INFONYA DAN BANTUAN NYA",53
17884231563260811,"@pdamsuryasembada , selesai jam berapa ya kak, dan untuk berapa hari lagi selesai pekerjaan nya",147
17943856479060701,Jadwal catat mandiri kenapa tanggal berubah terus? Jadi kepikiran kalau mau pergi ke luar kota.,788
18072163400268706,"Hallo Min, kenapa telpon ke no 0800 192 6666 sibuk terus ya min ?",621
17895175011327973,"Di keterangan nya proses cepat, saya ngumpulin berkas dari tgl 22 September smpai sekarang masih blm ada pemasangan 🙏",873
18041621048689717,Sudah saya kirim pesan kemarin🙏,569
18326222950237621,"Setelah daftar online via aplikasi, biasanya untuk lanjut ke tahap verifikasi dan selanjutnya sampai pemasangan butuh waktu berapa lama min?",106
17860324599517904,"last week someone from PDAM visited the house. My wife handled it. NO paper , nothing. Only the information that the appointment to change the ""meter"" has to be scheduled. Meter is not working. And until now - one week later: no information at all. Service? Yeah - please check what this means. This way has nothing to do with service. :-( 
Do you need more info: please request it via messenger.  Thanks.",128
18086632375760465,@pdamsuryasembada sudah min. T20250005555. Mohon bantuannya min 🙏,760
18164638048377719,"Min, daerah jalan gresik mati PDAMnya. Mohon ditindak lanjuti. Gak ada air sama sekali ini.",334
18532948603002360,Hari ini PDAM mati di wilayah perumahan pondok maritim tapi tdk ada pemberitahuan..bangun tidur SDH mati pet....anak2 dan para pekerja sekolah butuh air buat mandi,942
18296679961284208,Min kenapa setiap pagi air mati area wisma lidah kulon,792
18099790504670990,Sampe jam berapa nyalane,836
18349998190167001,Nyala jam brp pak?😭😭,202
17932692531108850,minnn area dupak masigit belum keluar airnya😢 sudah chat minta tangki air belum ada respon,243
17906404137126432,telpon ke call centre knp gda respon blasa yaa mauk pengaduan kerusakan meteran,9
18205951717314311,@vlntnfbran ada kamu wkwkw,482
18378917239146372,ini sudah selesai kah min proyeknya?,522
17990968865855371,Air pdam jl raya sambikerep kenapa mati lagi ini ?,337
17953277274033546,"@pdamsuryasembada seharusnya ada pemberitahuan dahulu jadi bisa antisipasi , jangan sampai lupa tidak ada pemberitahuan",797
17991195893712608,@pdamsuryasembada makasih infonya min,64
18210096895309802,Keren bgt instalasi ipam ngagel 🔥🔥🔥,508
18107162173547672,Kerenn banget pengolahan IPAM Ngagel 🔥👏,510
18070666100253276,"dang deng dong, ipam ngagel 2 keren banget dong ❤️",509
18080936497863471,🥰🥰 terbaik!,592
18203645662315017,@pdamsuryasembada sama2 Perumda Air Minum terhits 😍🫶,961
18092379643884867,maju terus melayani👏❤️,594
17861019693529163,KERENNN🔥🤩,506
17963197374002782,Selamat Hari Sumpah Pemuda 😍🔥,513
18366762799156940,Bangga jadi pemuda indonesia 🔥,514
17938686824961461,selamat hari sumpah pemudaaa🔥,513
18067788677605832,"born to be proud, raised as Indonesian🇮🇩🔥",743
18093000367865121,Mengalir bersama semangat muda 🔥,212
18046793774400761,selamat hari sumpah pemuda!! 🔥🇮🇩,513
18157196929401640,Selamat hari sumpah pemudaaa 🔥👏,513
18131030701473408,bangga jadi pemuda Indonesia🔥🙌,514
18061814993166888,selamat hari sumpah pemuda 😍🔥,513
17974310363790603,Sumpah Pemuda adalah cermin keberanian anak bangsa untuk bersatu di tengah perbedaan 🔥🙌,976
18085643869754636,Rumah daerah Ptc surabaya barat airnya keruh mulu dari kemaren,771
17860978827515541,🔥🔥nice,523
18072683698998169,Min jambangan air selalu mati. Hari sabtu sampai jam11 siang ini belum nyala loh...bayar iki min,856
18294934450281822,Kak jambangan airnya blm nyala. Katanya cm 2 jam,223
18132343240479224,"Medayu airnya mati, apa ada perbaikan?",323
18555061897032648,"Min, Sambikerep kenapa mati airnya?gada pemberitahuan jg",83
18166358185372823,mati cakkkk banyuku ket isuk adus tayamum sambikerep,477
17922400410174813,Iki kapan air ISO metu neh Nang Sambikerep min budal kerjo gaiso adus banyu gak metu blas,807
17864172762493182,Medokan ayu mati lagi,246
18061784171182976,Area medayu airnya mati,720
18084511372769903,@pdamsuryasembada nyala lagi kapan ya? Kok gak ada pemberitahuan biasanya di status pdam ada pemberitahuan,193
18093973288829602,Tolong dibantu. Pipa saluran air jd bocor sehabis kegiatan warga bersih2 got. Berhari2 lapor dr hari rabu ga ditangani,892
17874666309429453,"Sampai kapan ya Medokan ayu masih mati. Tolong segera di tindak lanjuti, dm ig, chat wa, call center slow respon semua..",11
18199005178318252,"Min ya ampun,medayu utara masa seminggu sekali mati air lagi..Minggu lalu mati,sekarang gini lagi 😢😢Mana ngga ada pemberitahuan lagi 😭😭😭Kaya gini tu ngga ada kompensasi ta min 😭😭😭cape bgt min,tiap ada proyek box culvert mesti mati airnya 😭😭😭",655
17991290132894786,@lindapriskilar kak blm nyala ya airnya? YaaAllaah aku sampe ga tdr nungguin air nyala dr semalam,843
17885073327392015,"@ollaaqmryh iya kak,nyala tengah malam tp cuma di bawah aja,ngga sampai naik ke lantai 2..kebetulan rumahku 2 lantai kak..tempat kakak jg blm keluar ya?",192
18110749267597316,@lindapriskilar aku ga nyala samsek yaaAllaah.. Kakak medayu mana?,203
18343579852206896,"@ollaaqmryh gang 30 kak,belakang sndiri,kebagian airnya belakangan wkwkwk",627
18028878647534652,@lindapriskilar masih mati ya kak?,638
18010630835802244,@ollaaqmryh barusan keluar dikit2 kak tp mati lagi 😢,271
18079239392013881,@pdamsuryasembada semoga cpt selesai ya min😢❤️,623
18086789101745719,@pdamsuryasembada sudah kalo sudah ditanggapin ga mgkin sampai komen ke instagram. Makasih,704
18047212448392517,@pdamsuryasembada sudah pak kemarin tengah MALAM pak jam 00.30. terima kaish,524
18056538404285781,Baru tau sejarah hari listrik😍👏 terimakasih penjelasanya pdam,495
18087953227746125,Sampai saat ini jam 14.55 masih belum menyala jg,836
18047398238389863,"Semoga malam ini mengalir lagi airnya,",205
17877218940329415,@pdamsuryasembada bangil belum min masih metong,639
17901236970297122,Sudah jam segini belum nyala pak 😢,202
17949209007047375,@pdamsuryasembada barusan nyala pak aliran masih kecil. Tidak apa apa yg pntg nyala. Terima kasih pak. Semoga tim perbaikan pipa sehat sll dan di beri keselamatan,121
17983861988864150,Pelayanan Prima Wujud Kerja Nyata 🔥🔥🔥,152
17944979430061961,"Kak Min lapor, warga Gayungsari Barat banyak yg mengeluh air pdam mati/kecil. sepertinya ada pipa yg rusak akibat galian box culvert di perempatan traffic light Gayungsari Barat dalam 2 hari ini. makasih min.",890
17844090240599844,Sehat selalu bapak dan ibu petugas PAM Surya Sembada. Semoga di lancarkan slalu pekerjaannya 🙏🏻😇,957
17872879377364631,"@pdamsuryasembada kak min, kata pihak kontraktor galian box culvert, benar ada pipa rusak di perempatan traffic light jl. gayungsari barat. mohon dibantu, warga sudah banyak yg mengeluh kak min 🙏",891
17898433587317384,Pejuang Air Petugas PAM Surya Sembada Kota Surabaya Kalian Benar2 Luar Biasa.,958
17935726437093405,@pdamsuryasembada siap. matur nuwun sanget atas respon dan bantuan kak min & tim perbaikan/terkait 🙏,754
18089295844820062,Min air di gayungan ada masalah kah ? Kok kecil ya,485
18077869847124904,"sepertinya hari ini sudah tidak ada warga yg mengeluh air pdam-nya mati. berarti, kerusakan telah tertangani. terima kasih banyak @pdamsuryasembada 🙏",316
18093258154849069,Gercep 🙌,625
18513956917069508,terima kasih banyak atas respon & bantuan cepat dari @pdamsuryasembada 🙏,755
17873585526434951,Apa Kebraon ada masalah? Kok air tidak keluar sama sekali. Biasanya jam 17.00an air masih keluar walaupun sangat kecil.,420
18541313479054572,Apakah daerah rungkut mapan kena dampaknya kah?,691
17928731238131195,Mohon fast responnya,626
18190412611334804,Kak bulak rukem timur gak keluar airnya,631
18032521214729731,Terimakasih PDAM,215
18099848635661761,Bulak Rukem timur kena ga min?,632
18032002814518818,"Good, lebih awal ngabarin biar orng2 prepare jgn ky yg sebelumnya. 🙌",779
18116885392477166,"Dukuh setro, Gading dan Lebak berdampak njih Pak",770
18081000821023814,Tambak rejo ga kena ya min?,681
18062721818147428,Semampir aws 4 kecamatan Sukolilo apa jga kena dampaknya mengingat bersebelahan sama Kedung Baruk hanya di batasi kali Brantas,112
18082762603972691,Bulak kenjeran terdampak nggk min,692
18083755499047237,mene onok seng gak duwe banyu @virmameisaroh @yesinovita @andreepras 🤣🤣🤣,483
18111285220567880,@yudaferrymahendra masih ada rumah sapphire kan yak ? ☺️🤭,187
17933950655979362,"@yesinovita rumah sapphire kykny gak ada org, coba ke benowo deh me😌",777
18008273567643650,@virmameisaroh siangnya ke benowo mlmnya ke sapphire biar adil🤭,233
17899914801163078,Bulak banteng kira kira terdampak juga ndak ya?,693
18297878044250848,Kalikepiting apa berdampak min?,689
18080747195042230,Dalam sebulan Iki wes 2x gangguan daerah tambak wedi,728
18072636398248245,@pdamsuryasembada tapi tiap jam 17:00-21:00 mati airnya sudah berbulan-bulan ini,580
18119367652519223,Mantapp baru ngerti saiki 😂😂,48
17858284158537728,"Tambak wedi sampe jam piro min, iki sek mati banyune 😅",374
18046139330672896,Pak bulak rukem mati timur airnya gak keluar,631
17945442285056965,@pdamsuryasembada ok mksih infonya 🙏 pak,64
18120255157525636,"SUKA BANGET MATIIN AIR GA DIINFO,KEBRAON LAGI KEBRAON LAGI. HADEUH",95
18080783024065712,@bitsab34 kyk td ada bongkaran di Madina luhur bu,488
18071164436605837,"@ella_nurlailiyah ya minimal mah diinfo lah bu,inimah engga",65
17974957766939116,Ini hari ini daerah simo gunung dr siang kok mati airnyaaa,668
18110308408519244,Kok hari² mati terus. Kasihan yg usaha laundry kalo air sering mati,364
18051521189326961,Selamat hari dokter😍🔥,567
18092606179875213,selamat hari dokter nasional✨,568
18053381717648304,Yang lidah kulon kapan kira-kira estimasi pekerjaan nya min?,793
18161746819385279,"Maaf mau tyk kok di jln raya bungkal Sambikerep airnya tiba""mati ya tdk info kok tiba""mati",338
17945085525059383,@pdamsuryasembada lossssss ae jarno,525
17930371791076636,Gangguan teruuussss,588
18101576482568448,PBI lagi. Gatel-gatel,398
18045815681690913,Lahh besok mati lagii😢😢Rejosari Benowo sekarang sering mati y,633
18093041326862850,"Knp juga debit air d rumahku sejak pemasangan box culvert jd puelan banget klitir"",,padahal depan rumah sdh selesai dan jg sdh d aspal tp keluare air e bikin jengkel",140
18061288298403247,"Ya Allah, Minggu kmrn udah mati Lo padahal, Jumat ini juga 😢😢👏👏👏",656
18108315190514919,Mati maneh... rajin sekalii mematikan air ini. Mbok ya sekai² air di gratiskan 2 bulan ae gag usah suwi²,357
18032502233514090,Tumaaaaaannn😂,518
18533592880040947,Sememi ojok  mati  min😂,664
18536838547038494,Gpp ta min mosok setiap Minggu onok PDAM mati ngomong.e 1hari engkok sampe 3dino lak GK metu jiaaan kebacuuut PBI Iki onok ae salah banyu.e larang mati mati terus,326
18080430763829882,Ini dampaknya sampai ke Sememi ga min,440
18421992787106188,"Sememi terdampak atau ngga,tolong infonya pls",441
18080656510844944,Palm sememi terdampak ga min? Kok hobine mematikan air ae min min. 😢,442
18101080582724183,"Daerah jl. Kauman baru gg 2 masak tiap hari sabtu/minggu sering mati dan air juga keluarnya kecil.. Sudah lapor di call center katanya ada petugas akan meriksa tapi tidak datang"" Pak pada hari minggu pagi.. Mohon untuk perhatiannya pak.. @pdamsuryasembada  trima kasih 🙏",894
17850994404571952,"Minta tolong untuk respon PDAM yg cepat, warga tidak punya air 2 hari. Laporan 5 kali, blm ada petugas PDAM yang kerumah",947
17959082567859301,Makasih min udah diinfo terlebih dahulu,64
18105042478625061,pbi mbendino minn lak iki,737
18104760721552699,sememi mati neh ?,664
18057357041633756,"Hobi matiin air, kompensasi air gratis 1 bulan😂😂😂😂",358
18182077831349859,Griya citra asri termasuk tdk.. Mudah mudahan tdk terdampak...,511
17880017337410868,"Sekalian saja,gak usah ada pdam,drpd pasang pdam makan angin",503
17922478806176525,Seminggu sekali yoo😂,302
18089446903917494,Info daerah mana yg jarang airnya mati? Tak pindah sekalian cari kontrakan 😂😂,76
18062648279528380,Kapan nyalanya ini?,202
18045784253404575,"Sek wingi loh mati saiki mati maneh  nemen  nemen,,,tak adus banyu peceren ae",478
18053329196311708,"Hidupp PDAM , hiduppppp !!!👏",216
18027715229536855,"Air PDAM jambangan mati min. Jambangan dan sekitarnya dikepung pengerjaan galian gorong"". Sampai kapan air normal meresahkan pelanggan. Bayar juga mahal ini",6
18056491253256954,mati terus...,638
17945926539059272,"Karah mati terus dr subuh
Kapan myalaaa",849
18154014199410387,Horeee.....mati lagi airmya...ancen joss tenan @pdamsuryasembada,669
18082074553955089,Sememi ga terdampak ya,438
18083215774950491,Llo kendung kena lagi😢😂😂😂,713
18163643482378928,Kerjo gk mesisan b2,148
18075138893178120,apakah kandangan terkena dampaknyaa minnn??,736
18093997669768597,Ntar debit airnya balikin normal ya min @pdamsuryasembada jangan dikecilin lagi,263
18531040096038725,@pdamsuryasembada klo sudah tau ada pipa PDAM y jangan dkeruk min. Klo bayar.e telat kena denda. Tp air sering mati,938
18094593022648112,Hobi banget matiin air ya min...2 hari sekali...bikin jadwalnya sekalian untuk sebulan🥲🥲🥲,389
18131380753464261,wih ngeri!,526
17991482150847788,😍😍😍😍Keren😍😍😍😍,506
18087677362906424,Hbddd pak wowo😍,527
17955204410882236,"Min, tolong cek DM",496
18066312293368191,mohon dibantu cek dm kak @pdamsuryasembada,758
18047080961657307,Maaf maksud nya bagaimana? Ini akhirnya pipa PDAM yg pecah ya?,965
18070359068214645,"Lah terus opo iku, Gak jelas",694
18078709234845318,Kalau memang bukan pipa PDAM kenapa di posting? Biar pihak wewenang saja yg menganalisa dan memberi info,971
18057779882200182,Tapi logika lek pipa Pertamina gak mungkin juga nng Jero sungai lagian kan sungai kan pasti opo mengerikan terus 😢 opo Iyo iku,781
18062376551129462,lapindo,565
17890869627224749,Trus ini apaan yg nyembur??,520
18066337295363764,Sepertinya retakan kerak bumi yg mengakibatkan munculnya gas ke permukaan,787
18030126947718950,info pipa PGN bocor...,68
17961192495003708,"Berdasarkan pencarian di Google dengan kata kunci ""Daerah bekas tambang minyak di Surabaya zaman Belanda"", Gunung Anyar termasuk salah satu daerah yang dimaksud. Adapun daerah Kutisari pernah ada semburan pada 2019 (https://www.suarasurabaya.net/kelanakota/2019/pengamat-semburan-di-kutisari-bekas-pengeboran-minyak/). Kemungkinan hal serupa terjadi kali ini, tetapi ini perlu penyelidikan lebih lanjut dari instansi terkait. Semoga investigasi bisa dilakukan segera.",985
18105466465617891,@iezmha_cemun katanya PGN bukan juga koq kak,683
17877187929422314,"Kenapa Air PDAM di wilayah Surabaya utara akhir akhir ini airnya keruh dan bau, ohon untuk ditindaklanjuti. Terima kasih",912
17983454774912531,"@pdamsuryasembada nah betul ini, tolong sudah hampir seminggu ini air nya keruh",303
18064347650621481,@pdamsuryasembada semoga tidak ada yang membahayakan 🤲🤲🤲,604
18064144109103687,Deket banget sama rumahku nih,188
18026970101741892,"Keingat Lapindo 😮,, Surabaya akan kah menjadi 😢",566
18066826565060951,Sekarang apakah masih menyembur Min?,520
18047998718668880,Jikalau ada kebutuhan pipa hdpe atau aksesoris Hdpe bisa langsung hubungi saya via WhatsApp ya pak 🙏🏻 081260410057,291
18061204286453843,@pdamsuryasembada jam brpa ya pak? Krna smpe skrng ini msih blum nyala,202
17962191959995324,"Keterlaluan sih min, jangan bohong ih. Capek udah di bohongjn terus. Kok mimin jg gitu ya? Airnya mana tooloooooooonnngggg @pdamsuryasembada",739
17855674134545706,"Masa orang suruh puasa nahan gk pake air. Astagfirullah,  ini bayar loh . Gak ikhlas ya bayar air mahal² tapi kayak gini miiiinnnnnn",281
18060896552154719,"pak @ericahyadi_ tolong di tindak lanjuti PDAM area PBI mati sudah berhari2.. sebulan sudah beberapa kali perbaikan dan banyak merugikan masyarakat,, air kebutuhan utama tp kok mati2 terus.. tidak semua warga punya tandon dan tidak semua warga punya sumur,, ini matinya berhari2 belum selesai juga.. tolong ditindaklanjuti @ericahyadi_ @cakj1 @pdamsuryasembada_..",365
18529828558060600,@pdamsuryasembada berapa lama min? Jam segini kesempatan ngisi tandon tapi gaada air yang ngalir 😇🤗,239
18532465153006187,@pdamsuryasembada iya terimakasih.. semoga besok tidak mati dan kecil lg airnya. krn bak kamar mandi saya alias jeding ku banyue wes ngoret meh entek,177
18025584503559980,Responnya kalau udah nyala nanti ups,218
18096002401761678,"@pdamsuryasembada Halah ak telp 4 x jawaban sama terusss dilaporkan ke pihak terkait, ini di kerjakan apa enggak sebenernya??? D telp 4 x jawaban template. Pak Ery @ericahyadi_ tolong Pak warga PBI air g keluar dari jam 9 malam, khususnya yg g pake Sanyo sama sekali g keluar Pak, setetes pun g keluar. Sebenernya sudah 1 bulanan, tapi malam jam 7 - 5 subuh masih nyala. Hari ini kebacutttt dr kemaren malam sampe detik ini g keluar. Tolong Pak Ery @ericahyadi_ 🙏🙏",359
18082682375086749,heh gurung metu banyumu iki ndek sememi tamansari .mosok kekeringan fakk,276
18130346608477396,Ini kapan nyala airnya sattt..,202
18089877040912356,"Warga yang tinggal di Kedinding Tengah Baru XI juga mengalami hal yang tidak menyenangkan. Dulu air pdam selalu keluar kapan pun saat dibutuhkan. Kemudian tidak keluar saat siang hari saja. Akhir-akhir ini malah hanya keluar malam hari saja. Contoh pagi ini (Minggu, 19 Oktober 2025), saat awal mencuci pakaian air keluar normal. Di tengah kegiatan mencuci belum selesai, tiba² air tidak mengalir. Padahal, air pdam di rumah disedot dengan pompa air. Tetangga dan saya sudah rutin melakukan pengaduan. Petugas datang, ditangani namun setelah itu tak ada perubahan. Bayar bulanan rutin tapi pelayanan mengecewakan.",314
18088490732501422,Info Sememi sudah keluar belum ya soalnya skrg lg ngungsi,273
18065037599095787,Info sememi sdh keluar blm ya soalnya skrg lg ngungsi,273
18535071661040999,Sekarang sdh nyala belum ya? Soalnya masih ngungsi,207
18535357255010166,Sememi sdh nyala blm skrg?,449
18024957263564499,@refyrahma udh kluar smlam,269
18087053696494370,"Kak, sememi sdh nyala blm?",449
18093960055838509,Info dong skrg sudah nyala apa belum ya,447
18321792469209511,Info dong skrg sdh nyala atau blm ya,447
18048269132662269,Info dong sememi sdh nyala blm skrg,448
18101820334651782,@refyrahma sudah normal kak,519
18090253588683553,Info dong sememi sdh keluar blm ya,274
17928605685108123,Gaoleh masak ta iki cak,528
17989903430715333,"@riadisugeng petugasnya gak punya solusi. Jawaban template biasanya menyalahkan sambungan pipa di rumah lah, tersumbat lah. Padahal logikanya kalo tersumbat kan berarti airnya ga keluar samsek. Lha ini airnya keluar cuma malem tok  biasanya, gak logis",115
18032749931719931,"@rickychen_as up up, ayo di eval pdam nya ini @ericahyadi_ @cakj1",962
17951044163905651,@refyrahma udahh kk,529
18426848032107315,@refyrahma sdh nyala mba,202
17960794388995877,min ini yakin min pbi masih mati airnya? keroken min,400
17884966725388075,"@pdamsuryasembada tdi pagi keluar tapi debit air SANGAAATT KECIL, sekarang sudah mati lagi. Toloooonglah min mosok debit air semakin kecil kasian warga yg ga pnya tandon air & sanyo. Usahakan debit air PDAM di buka lbih besar lgi",260
18143005684427072,@pdamsuryasembada area PBI,397
18079524815092528,"Min? Lagi? 🙂 Di tempat yang sama, 2x dalam sebulan? 🙂",581
17897909658317753,@natnu.tt Podo mati lagii,638
18204142522314006,@refyrahma sdh dr td malam cuma sampe siang td msh kecil keluarnya.,256
18313769131173744,@pdamsuryasembada nyala sih.. tp kecil dan ditempat kran yg rendah. tidak bisa mengalir jika di kran kamar mandi,174
18083476291947750,"min area pbi masi belom nyala airnya seharian, gimana ini min? kapan normalisasi airnya bagian pbi? janjinya 8 jam pengerjaan!!",182
18100564960658082,"@pdamsuryasembada terus jam brp nyala nya? Baru brp bulan lalu perbaikan skrng perbaikan lagi, iya kalau stok air kalau gak  ada gmn?",51
17961877184995544,@pdamsuryasembada free ga min apa bayar inii,761
18101134873652637,@dprd_surabaya @ericahyadi_ kerjo kerjo,147
18084795065480968,Ayo min kapan nyala airnya diwilayah sumberrejo pakal,234
18048385793364804,Kapan ini nyalanya min,202
17950087488020175,PBI belum keluar airnya min. Katanya pengerjaan 8 jam. Ini sudah 24 jam air tidak keluar.,394
17857781859537412,"Astagfirullah, halooo min apa ada kabar airnya? Airnya apakah sudah mengalir? Estimasi ±8 jam tidak akurat ya?? Gabisa berkata² lagii.. 😢",241
17891756754349490,"@pdamsuryasembada haloo min, apakah sudah ada pergerakan airnya mengalir? Kamar mandi sampe kering tandus kayak tanah yg gk pernah kena air hehehhe😂",178
18157895437389425,Manukan tgl 18 okt jam 20.54 mati lagi...gimana ini,351
