post_id,comment_id,created_at,username,text,parent_comment_id
DQ51a5oEw2y,18075080645463218,2025-11-11 13:17:55 WIB,heframid,"['selamat', 'ulang', 'tahun', 'ke <num>', 'harian', 'surya', 'semoga', 'terus', 'menjadi', 'sumber', 'informasi', 'terpercaya', 'dan', 'inspiratif', 'bagi', 'masyarakat', 'terima', 'kasih', 'juga', 'atas', 'kolaborasi', 'positif', 'bersama', 'perumda', 'air', 'minum', 'surya', 'sembada']",
DQ51a5oEw2y,18542961421052542,2025-11-11 20:49:17 WIB,kharistiano28,"['selalu', 'menjalin', 'kerjasama', 'yg', 'baik', 'dgn', 'media', 'keren']",
DQ5v5UsE4As,18005382170826298,2025-11-11 11:13:37 WIB,mhmdrizkyy12._,"['selamatt', 'dan', 'semangattt', 'indonesiaku']",
DQ5ldh8E_V7,18078071812910678,2025-11-11 09:48:57 WIB,panggilnaw,"['dm', 'ku', 'ga', 'dibales', 'kak']",
DQ6J9gWE8rk,17971535618800655,2025-11-11 16:04:18 WIB,baang_aziz,"['salam', 'buat', 'tim', 'spi', 'min']",
DQ6J9gWE8rk,18100425706709855,2025-11-11 18:17:34 WIB,bellaaristas,"['ini', 'kenapa', 'lagi', 'surabaya', 'barat', 'daerah', 'ptc', 'airnya', 'tiba <num>', 'mati', 'parah', 'banget', 'udah', 'kecil', 'mati', 'pula']",
DQ6J9gWE8rk,18087708604756217,2025-11-11 20:17:03 WIB,mbembis92,"['waalaikumussalam', 'bang', 'aziz']",
DQ6J9gWE8rk,17859220131479587,2025-11-12 06:47:24 WIB,bellaaristas,"['udah', 'nyala', 'kemarin', 'jam', '<num>', 'mlm', 'an']",
DQ6J9gWE8rk,18012930854802546,2025-11-12 20:19:44 WIB,mbembis92,"['sehat', 'selalu', 'min']",
DQ3lIqwk3zn,18084759106819810,2025-11-11 09:49:33 WIB,panggilnaw,"['dm', 'ku', 'direspon', 'dong', 'kak']",
DPiRgn6k9BI,17969564636959383,2025-10-29 23:44:51 WIB,n_aiiniiii,"['maaf', 'nanya', 'agak', 'gak', 'paham', 'min', 'ini', 'harga', 'untuk', 'pemasangan', 'pdam', 'kan', 'min', '?']",
DPiRgn6k9BI,17861299593523751,2025-10-30 05:38:39 WIB,raymundus_aryo,"['maw', 'rame', 'nih', 'kdm', 'min']",
DPiRgn6k9BI,18099012427673731,2025-10-31 04:47:10 WIB,opera8176,"['min', 'pdam', 'jalan', 'gresik', 'mati', 'gimana', 'ini', '?']",
DPiRgn6k9BI,18079780751119659,2025-10-31 10:05:24 WIB,matokebenny,"['petugas', 'wilayah', 'ploso', 'timur', '<num> b', 'itu', 'tolong', 'di', 'sp', 'udah', 'beberapa', 'kali', 'cara', 'cek', 'airnya', 'itu', 'macam', 'preman', 'cara', 'ngetuk', 'pagar', 'ugal <num> anbawa', 'kayu', 'pentungan', 'macam', 'preman', 'naik', 'pagar', 'tetangga', 'depan', 'saya']",
DPiRgn6k9BI,18105870148620168,2025-10-31 10:06:07 WIB,matokebenny,"['udah', 'beberapa', 'kali', 'ngirim', 'komplain', 'langsung', 'harusnya', 'udah', 'dipecat', 'itu', 'petugas']",
DPiRgn6k9BI,18066294245579689,2025-10-31 16:44:04 WIB,opera8176,"['terimakasih', 'banyak', 'min']",
DPiRgn6k9BI,18100221883580735,2025-11-01 04:14:31 WIB,wien_reyki,"['min', 'pbi', 'pondok', 'benowo', 'indah', 'pdam', 'nya', 'gak', 'keluar', 'gmn', 'ini', '?']",
DPiRgn6k9BI,18143859607438040,2025-11-01 10:42:39 WIB,wii1i,"['pbi', 'mati', 'lagi', 'baru', 'nyalah', 'lancar', 'ga', 'sampai', '<num>', 'hari', 'mati', 'lagi']",
DPiRgn6k9BI,17987069660903819,2025-11-03 07:14:48 WIB,ikacuby,"['min', 'griya', 'citra', 'asri', 'pdam', 'mengecil', 'dr', 'kemarin', 'pagi', 'sampai', 'skrg', 'kenapa', 'ya', '?']",
DPiRgn6k9BI,18047983175384701,2025-11-03 18:09:53 WIB,rahul.bahrom,"['hallo', 'min', 'saya', 'coba', 'daftar', 'lewat', 'website', 'kok', 'internal', 'server', 'error', 'yaa', '?', 'kalo', 'daftar', 'lewat', 'website', 'apakah', 'juga', 'dapet', 'promo', 'diskon', '?']",
DPiRgn6k9BI,17874126045442667,2025-11-04 14:48:56 WIB,nelchia,"['selamat', 'sore', 'saya', 'mau', 'melaporkan', 'petugas', 'dilapangan', 'terutama', 'sopir', 'dg', 'nopol', 'difoto', 'tertera', 'kronologisnya', 'sekitar', 'jam', '<num>', 'di', 'depan', 'rumah', 'saya', 'terdengar', 'suara', 'berisik', 'seperti', 'mobil', 'molen', 'beroperasi', 'pada', 'saat', 'saya', 'mau', 'menjemput', 'anak', 'ternyata', 'pas', 'didepan', 'pagar', 'saya', 'ada', 'pikup', 'milik', 'pdam', 'saya', 'sampai', 'berteriak', 'agar', 'dipindahkan', 'mobil', 'tsb', 'krn', 'suara', 'berisik', 'dr', 'mobil', 'tersebut', 'tapi', 'semua', 'pura <num>', 'tuli', 'tidak', 'mendengar', 'akhirnya', 'mobil', 'tersebut', 'dimajukan', 'agar', 'motor', 'saya', 'bisa', 'keluar', 'rumah', 'tp', 'pada', 'saat', 'saya', 'pulang', 'jemput', 'anak', 'mobil', 'tersebut', 'nangkring', 'lagi', 'pas', 'didepan', 'pagar', 'saya', 'blg', 'saya', 'keberatan', 'mobil', 'tsb', 'nangkring', 'depan', 'pagar', 'eh', 'bukannya', 'minta', 'maaf', 'mlh', 'mengejek', 'saya', 'ktnya', 'dia', 'ga', 'ganggutrs', 'bisa', 'motor', 'tsb', 'masuk', 'rumah', 'pdhl', 'jelas <num>', 'berada', 'dpn', 'pagar', 'saya', 'mmg', 'pada', 'akhirnya', 'dipindahkan', 'setelah', 'saya', 'menyatakan', 'keberatan', 'yg', 'jadi', 'pertanyaan', 'saya', 'mobil', 'tersebut', 'bisa', 'parkir', 'ditempat', 'lain', 'yg', 'tdk', 'mengganggu', 'pintu', 'saya', 'kenapa', 'memilih', 'pintu', 'pagar', 'saya', 'kedua', 'bukan', 'saya', 'yang', 'mau', 'pasang', 'pdam', 'kenapa', 'saya']",
DPiRgn6k9BI,18057823214253535,2025-11-04 14:49:53 WIB,nelchia,"['yang', 'dirugikan', 'saya', 'tdk', 'terima', 'dengan', 'attitudenya', 'sopir', 'tersebut']",
DPiRgn6k9BI,18080173868035239,2025-11-04 14:53:57 WIB,nelchia,"['nopol', 'l <num>', 'baa', 'foto', 'sdh', 'saya', 'kirimkan']",
DPiRgn6k9BI,18084581317786187,2025-11-04 17:05:33 WIB,kakak_mondy_,"['min', 'estimasi', 'berapa', 'lama', 'proses', 'antri', 'pemasangan']",
DPiRgn6k9BI,18107346754716909,2025-11-04 19:04:20 WIB,bagus_1453,"['kalau', 'suratnya', 'di', 'bank', 'bisa', 'ka', 'min']",
DPiRgn6k9BI,18133738858475969,2025-11-04 21:57:42 WIB,nurulazizaahh15,"['ini', 'kenapa', 'saya', 'sering', 'bgt', 'kena', 'denda', 'ya', 'min', 'parahhh', 'bgt', 'sih', 'padahal', 'bayar', 'gapernah', 'diatas', 'tgl', '<num>', 'selalu', 'di', 'tgl', '<num> <num>', 'loh', 'mana', 'dendanya', '<num> rb', 'ya', 'allah', 'saya', 'wa', 'juga', 'gaada', 'solusi', 'tolong', 'dibls']",
DPiRgn6k9BI,18026169887570510,2025-11-05 07:27:46 WIB,aslkhtl_anyah,"['itu', 'bneran', 'kah', 'min', 'pemasangan', 'baru', 'daya', 'listrik', '<num> w', 'byr', 'cuma', '<num> k']",
DPiRgn6k9BI,17969963453810802,2025-11-05 11:33:37 WIB,bagus_1453,"['foto', 'copynya', 'gak', 'ada', 'ganti', 'pbb', 'bisa', 'ta']",
DPiRgn6k9BI,18101363578735879,2025-11-05 15:41:00 WIB,kakak_mondy_,"['nomor', 'pendaftaran', 'pasang', 'baru', 'anda', 'b <num>']",
DPiRgn6k9BI,18049486442342341,2025-11-05 17:16:24 WIB,aslkhtl_anyah,"['apa', 'ada', 'biaya', 'tambahan', 'lainnya', 'kak']",
DPiRgn6k9BI,18066265124570802,2025-11-08 11:50:05 WIB,budijuarangaji,"['rmh', 'sy', 'daerah', 'karahdidatangi', 'katanya', 'petugas', 'dr', 'pdam', '<num> hr', 'lalukatanya', 'ada', 'program', 'pembaruan', 'meteran', 'apakah', 'itu', 'memang', 'program', 'dr', 'pdam', 'kah', 'atau', 'penipuan', '?', '?']",
DPiRgn6k9BI,18056812037282637,2025-11-08 23:05:17 WIB,budijuarangaji,"['ok', 'trims']",
DPiRgn6k9BI,17898550725325348,2025-11-09 20:03:15 WIB,umilatifah402,"['mohon', 'info', 'apa', 'harga', 'air', 'pdam', 'ini', 'naik', '?', '?', 'atau', 'berpa', 'harga', 'perkubiknya']",
DPiRgn6k9BI,18098348353746423,2025-11-10 11:17:43 WIB,inces_runy,"['halo', 'min', 'bulan', 'ini', 'saya', 'bayar', 'pdam', 'tapi', 'kok', 'ada', 'dendatunggakan', '?', 'pdhal', 'oktober', 'sudah', 'saya', 'bayar', 'lohh', 'tagihan', 'cuma', '<num> rb', 'dendanya', '<num> rb', 'denda', 'apa', 'ini', '?', 'udah', 'laporan', 'ke', 'watsap', 'surya', 'sembada', 'gak', 'diresponudah', 'kasih', 'bukti', 'bayar', 'oktober', 'november']",
